city,street,price_pln,size_m2,rooms,floor,detail_url,image_url,year_built,market,heating,total_floors,intercom,basement,furnished,elevator,parking_space,gated_property,balcony,terrace,garden,longitude,latitude,distance_from_center,distance_from_airport,distance_from_train_station,distance_from_park,distance_from_university,distance_from_mall
Gdańsk,Mostek,875000,40.0,2,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-mostek-40m2-mzn2045844381,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbzEzNzQ3NC8zL28xMzc0NzRfbXNfNDYxMjU5XzEuanBnI3Y9MV8zNzY4OTEyODA5/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-40-m.jpg,2024,wtórny,-1,4,1,0,0,1,0,0,1,0,0,54.3516195,18.6754656,4988.06,4999.32,,4999.08,4995.63,
Gdańsk,Hołdu Pruskiego,750000,54.0,3,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-holdu-pruskiego-54m2-mzn2046081191,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZzg3OTI3L2EvZzg3OTI3X21zX0dXMjgxOTUzXzEuanBnI3Y9MV8zNzk4NzUyMDUx/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-oliwa-54-m.jpg,1890,wtórny,Gazowe,2,1,1,0,0,1,0,0,0,1,54.4106045,18.5701735,5001.28,5012.54,,5012.29,5008.84,
Gdańsk,Wielkopolska,500700,43.0,2,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-wielkopolska-43m2-mzn2044874458,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzkzNzlfd2l6dWFsaXphY2phNS5qcGcjdj0xNzU3NzM4NzM2/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-quercus-gdansk-43-m.jpg,2025,pierwotny,-1,-1,0,0,0,0,1,0,0,0,0,54.3111909,18.58993292,4994.29,5005.54,,5005.31,5001.86,
Gdańsk,Wielkopolska,506900,43.0,2,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-wielkopolska-43m2-mzn2044874466,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzkzNzlfd2l6dWFsaXphY2phNi5qcGcjdj0xNzU3NzM4NzM2/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-quercus-gdansk-43-m.jpg,2025,pierwotny,-1,-1,0,0,0,0,1,0,0,0,0,54.3111909,18.58993292,4994.29,5005.54,,5005.31,5001.86,
Gdańsk,Skiby,649900,46.0,2,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-stogi-skiby-46m2-mzn2046166416,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZ3JhNjM3MDkvMy9ncmE2MzcwOV9tc18yMzYxMDY3Nl8yLmpwZyN2PTFfMzc4MTgwMzczNg==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-stogi-46-m.jpg,2025,pierwotny,Miejskie,3,1,0,0,1,1,0,1,0,0,54.3622,18.7087,4985.38,4996.65,,4996.4,4992.95,
Gdańsk,Obrońców Wybrzeża,1899000,65.0,3,11.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-obroncow-wybrzeza-65m2-mzn2045743213,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS9mL3pnbG9zemVuaWFfbXNfZ3JhdGthLTQyMTAzMjkxXzEuanBnI3Y9MV8zNzU2NzU2NTI4/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-65-m.jpg,-1,wtórny,-1,17,0,0,1,0,1,0,0,0,0,54.410843,18.596654,4998.72,5009.98,,5009.73,5006.29,
Gdańsk,Osiek,920000,62.0,3,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-osiek-62m2-mzn2045874907,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEveW91cnBvaW50Mi8zL3lvdXJwb2ludDJfbXNfV0g2OTUwNDdfMS5qcGcjdj0xXzM4MDY5MTU4ODE=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-62-m.jpg,1940,wtórny,Co Miejskie,3,0,1,0,0,0,0,0,0,0,54.356175,18.6559612,4990.19,5001.45,,5001.2,4997.75,
Gdańsk,Chmielna,966000,46.0,3,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-46m2-mzn2045307389,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEveW91cnBvaW50Mi80L3lvdXJwb2ludDJfbXNfV0gzNjk5MzNfMS5qcGcjdj0xXzM4MDAxNDI0NDE=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-46-m.jpg,2021,wtórny,Co Miejskie,4,0,0,0,1,1,0,0,0,1,54.34329,18.65539,4989.58,5000.84,,5000.6,4997.15,
Gdańsk,Mariacka,939000,24.0,1,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-mariacka-24m2-mzn2045432418,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEveW91cnBvaW50Mi9hL3lvdXJwb2ludDJfbXNfV0g1NjAxMDFfMS5qcGcjdj0xXzM3OTA4OTE1MzI=/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-srodmiescie-24-m.jpg,1950,wtórny,Co Miejskie,4,0,1,0,0,1,0,0,0,0,54.34978,18.65512,4989.94,5001.2,,5000.95,4997.51,
Gdańsk,Śródmieście,1650000,82.0,4,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-82m2-mzn2044610752,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEveW91cnBvaW50Mi80L3lvdXJwb2ludDJfbXNfV0g5MjI2MjgzNThfMS5qcGcjdj0xXzM3OTA4ODk1NTc=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-82-m.jpg,2019,wtórny,Co Miejskie,4,0,0,0,1,1,0,0,1,1,54.34211,18.65654,4989.41,5000.67,,5000.43,4996.98,
Gdańsk,Mariana Seredyńskiego,925560,68.0,3,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-mariana-seredynskiego-68m2-mzn2044861858,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEveW91cnBvaW50Mi9iL3lvdXJwb2ludDJfbXNfV0g3NTE5MTczODBfMS5qcGcjdj0xXzM4MDAxNjIxNjM=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-68-m.jpg,1920,wtórny,Gazowe,3,0,0,0,0,0,0,0,0,0,54.34965,18.66693,4988.79,5000.05,,4999.8,4996.36,
Gdańsk,Toruńska,1590000,81.0,4,5.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-torunska-81m2-mzn2044388740,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEveW91cnBvaW50Mi84L3lvdXJwb2ludDJfbXNfV0gzMzUwMDMwODVfMS5qcGcjdj0xXzM3OTA4ODk4OTc=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-81-m.jpg,2021,wtórny,Co Miejskie,5,1,0,0,1,0,1,1,0,0,54.34178,18.65376,4989.67,5000.92,,5000.68,4997.23,
Gdańsk,Chmielna,2499000,56.0,2,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-56m2-mzn2044338465,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEveW91cnBvaW50Mi83L3lvdXJwb2ludDJfbXNfV0g0MTU2NjY1MjJfMS5qcGcjdj0xXzM3OTA4ODk1OTk=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-56-m.jpg,2019,wtórny,Co Miejskie,6,1,0,0,1,0,1,0,0,0,54.34872,18.65785,4989.62,5000.88,,5000.64,4997.19,
Gdańsk,Łąkowa,779000,30.0,1,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-pomorskie-gdanski-lakowa-30m2-mzn2044397028,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEveW91cnBvaW50Mi8wL3lvdXJwb2ludDJfbXNfV0g1MjkyODE0NzVfMS5qcGcjdj0xXzM3OTA4ODk5NDE=/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-wislinka-lakowa-30-m.jpg,2023,wtórny,Co Miejskie,2,0,0,0,0,1,0,1,1,0,54.340406,18.802501,4975.19,4986.45,,4986.2,4982.75,
Gdańsk,Opacka,2142000,68.0,3,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-opacka-68m2-mzn2046246200,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS81L3pnbG9zemVuaWFfbXNfZ3JhdGthLTQzOTk3NTE3XzEuanBnI3Y9MV8zODA3ODA4Njg2/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-68-m.jpg,-1,wtórny,-1,2,0,0,1,0,1,0,0,0,0,54.41302,18.563943,5002.0,5013.26,,5013.02,5009.57,
Gdańsk,Władysława IV,679000,49.0,2,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-nowy-port-wladyslawa-iv-49m2-mzn2045894088,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS9iL3pnbG9zemVuaWFfbXNfZ3JhdGthLTQyNjkzNDExXzEuanBnI3Y9MV8zNzQ0MTUwODMx/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-49-m.jpg,1960,wtórny,-1,3,1,1,0,0,0,1,1,0,0,54.40048355,18.67606588,4990.5,5001.77,,5001.51,4998.07,
Gdańsk,Czarny Dwór,1150000,45.0,2,5.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-czarny-dwor-45m2-mzn2046121177,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS82L3pnbG9zemVuaWFfbXNfZ3JhdGthLTQzNDI1MDMxXzEuanBnI3Y9MV8zNzcwMTI4MDIy/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-45-m.jpg,-1,wtórny,-1,12,0,0,0,0,0,0,0,0,0,54.408966,18.607312,4997.59,5008.86,,5008.61,5005.16,
Gdańsk,Bolesława Krzywoustego,1299000,56.0,2,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-boleslawa-krzywoustego-56m2-mzn2045840690,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS9lL3pnbG9zemVuaWFfbXNfZ3JhdGthLTQyNDQ3MDgzXzEuanBnI3Y9MV8zNzgyNzUwODk3/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-56-m.jpg,2012,wtórny,-1,4,1,0,1,1,1,1,0,1,0,54.41225447,18.57935379,5000.47,5011.73,,5011.48,5008.04,
Gdańsk,Partyzantów,1881000,99.0,3,16.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-partyzantow-99m2-mzn2046062155,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS9mL3pnbG9zemVuaWFfbXNfZ3JhdGthLTQyNzc2MzU1XzEuanBnI3Y9MV8zNzU3ODc0ODU1/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-99-m.jpg,-1,wtórny,-1,16,0,0,0,0,0,0,0,0,0,54.37884197,18.59674329,4997.08,5008.34,,5008.09,5004.65,
Gdańsk,Życzliwa,690000,38.0,2,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-zyczliwa-38m2-mzn2045746398,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEveW91cnBvaW50Mi85L3lvdXJwb2ludDJfbXNfV0g2ODM3NjZfMS5qcGcjdj0xXzM3OTA5ODQ1MTQ=/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-jasien-38-m.jpg,2023,wtórny,Co Miejskie,3,0,0,0,1,1,0,1,0,0,54.34545,18.52998,5001.85,5013.1,,5012.86,5009.42,
Gdańsk,Klimatyczna,419900,30.0,2,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wyspa-sobieszewska-klimatyczna-30m2-mzn2044175731,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvbmRrLzMvbmRrX21zX1NTUTIyOTA3OF8xLmpwZyN2PTFfMzc3NDE3NTg1NQ==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-wyspa-sobieszewska-30-m.jpg,2025,pierwotny,Co Własne,2,0,0,0,1,1,0,1,0,0,54.33547,18.90798,4964.72,4976.0,,4975.73,4972.29,
Gdańsk,Alfonsa Flisykowskiego,799000,70.0,3,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-alfonsa-flisykowskiego-70m2-mzn2046214305,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZ21nNDYyNDYxL2QvZ21nNDYyNDYxX21zX0NQMTMzNzQyXzEuanBnI3Y9MV8zNzkzNDM3NzY0/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-jasien-70-m.jpg,2020,wtórny,Co Miejskie,4,1,0,0,1,1,0,0,1,1,54.3227556,18.5620185,4997.59,5008.84,,5008.6,5005.16,
Gdańsk,Władysława Jagiełły,399000,28.0,1,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-pomorskie-gdansk-wladyslawa-jagielly-28m2-mzn2046213348,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvYmFybm5ldC8zL2Jhcm5uZXRfbXNfMzMzNDdfMC5qcGcjdj0xXzM3OTMzNTkwMzU=/3x2_xs:fill_and_crop/kawalerka-na-sprzedaz-gdansk-wladyslawa-jagielly-28-m.jpg,-1,wtórny,Miejskie,4,0,0,0,0,0,0,0,0,0,54.30014395,18.61739743,4991.07,5002.32,,5002.08,4998.63,
Gdańsk,Niepołomicka,779000,57.0,3,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-niepolomicka-57m2-mzn2046245495,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS8xL3pnbG9zemVuaWFfbXNfZ3JhdGthLTQzOTkzODE1XzEuanBnI3Y9MV8zODA3MzU4Nzk4/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-57-m.jpg,2022,wtórny,-1,4,1,0,0,1,1,1,1,0,0,54.314648,18.593575,4994.12,5005.37,,5005.13,5001.68,
Gdańsk,Generała Władysława Andersa,1590000,70.0,3,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-generala-wladyslawa-andersa-70m2-mzn2046253928,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS8wL3pnbG9zemVuaWFfbXNfZ3JhdGthLTQ0MDIwMjkxXzEuanBnI3Y9MV8zODA4NzA2NzI4/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-70-m.jpg,2021,wtórny,-1,3,0,0,1,1,1,0,1,1,0,54.351124,18.551485,5000.05,5011.31,,5011.07,5007.62,
Gdańsk,Prof. Mariana Osińskiego,488717,39.0,2,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-osinskiego-39m2-mzn2046099923,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzYxN193aXp1YWxpemFjamEyLTEuanBnI3Y9MTc1NTg1NDEwNA==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-wiszace-ogrody-gdansk-39-m.jpg,2026,pierwotny,Co Miejskie,5,0,0,0,0,0,0,0,0,0,54.34867784,18.53625297,5001.41,5012.66,,5012.42,5008.97,
Gdańsk,Hoża,749000,54.0,3,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-stogi-hoza-54m2-mzn2046207613,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS9iL3pnbG9zemVuaWFfbXNfZ3JhdGthLTQzODMwMzk5XzEuanBnI3Y9MV8zNzkyMTY0NDEw/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-54-m.jpg,-1,wtórny,-1,4,0,1,0,0,0,0,0,0,0,54.360722,18.714331,4984.76,4996.03,,4995.78,4992.33,
Gdańsk,Prof. Mariana Osińskiego,926697,80.0,4,5.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-osinskiego-80m2-mzn2045874873,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvaG9zc2EvOS9ob3NzYV9tc19XTyUyNTJGUDMlMjUyRjcwXzIuanBnI3Y9MV8zNzYzMzA0Mjk5/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-wiszace-ogrody-gdansk-80-m.jpg,2026,pierwotny,-1,7,0,0,0,1,0,0,0,1,0,54.34867784,18.53625297,5001.41,5012.66,,5012.42,5008.97,
Gdańsk,Jaskółcza,804450,46.0,2,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-jaskolcza-46m2-mzn2044344081,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExMzkxX3dpenVhbGl6YWNqYTQuanBnI3Y9MTc1MjgxNjE3MA==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-jaskolcza-gdansk-46-m.jpg,2026,pierwotny,-1,-1,0,0,0,0,0,0,1,0,0,54.34275553,18.65989208,4989.12,5000.38,,5000.13,4996.69,
Gdańsk,Jaskółcza,1457760,91.0,4,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-jaskolcza-91m2-mzn2044344080,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExMzkxX3dpenVhbGl6YWNqYTQuanBnI3Y9MTc1MjgxNjE3MA==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-jaskolcza-gdansk-91-m.jpg,2026,pierwotny,-1,-1,0,0,0,0,0,0,1,0,0,54.34275553,18.65989208,4989.12,5000.38,,5000.13,4996.69,
Gdańsk,Ujeścisko-Łostowice,490000,40.0,2,3.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-kazimierza-porebskiego-40m2-mzn2045239168,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS84L3pnbG9zemVuaWFfbXNfZ3JhdGthLTQwMTc5MTI3XzEuanBnI3Y9MV8zNjE5MjM4MjI1/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-40-m.jpg,2003,wtórny,-1,3,1,1,0,0,0,1,0,0,0,54.32041079,18.57761302,4995.96,5007.21,,5006.97,5003.52,
Gdańsk,Śliwkowa,894108,71.0,4,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-sliwkowa-71m2-mzn2043096355,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExMDYzX3dpenVhbGl6YWNqYTEuanBnI3Y9MTc1Njk3OTE2NQ==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-rosa-residence-gdansk-71-m.jpg,2025,pierwotny,-1,2,0,0,0,1,0,0,1,0,0,54.33660604,18.57525522,4997.01,5008.26,,5008.02,5004.58,
Gdańsk,Powstańców Wielkopolskich,1399000,75.0,4,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zaspa-powstancow-wielkopolskich-75m2-mzn2046236815,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvYm5wcnp5MTIvOC9ibnByenkxMl9tc18yNjIyJTI1MkYxNjg2MSUyNTJGT01TXzEuanBnI3Y9MV8zODA4NTk4MDA3/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-zaspa-75-m.jpg,2016,wtórny,C.O. Z SIECI MIEJSKIEJ,5,1,1,0,1,1,0,1,0,0,54.3987758,18.615946,4996.24,5007.5,,5007.25,5003.8,
Gdańsk,Hołdu Pruskiego,750000,54.0,3,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-holdu-pruskiego-54m2-mzn2046081191,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvZzg3OTI3L2EvZzg3OTI3X21zX0dXMjgxOTUzXzEuanBnI3Y9MV8zNzk4NzUyMDUx/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-oliwa-54-m.jpg,1890,wtórny,Gazowe,2,1,1,0,0,1,0,0,0,1,54.4106045,18.5701735,5001.28,5012.54,,5012.29,5008.84,
Gdańsk,Śliwkowa,1036980,82.0,4,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-sliwkowa-82m2-mzn2044518144,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzExMDYzX3dpenVhbGl6YWNqYTQuanBnI3Y9MTc1Njk3OTE2NQ==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-rosa-residence-gdansk-82-m.jpg,2025,pierwotny,-1,2,0,0,0,1,0,0,0,0,0,54.33660604,18.57525522,4997.01,5008.26,,5008.02,5004.58,
Gdańsk,Świętokrzyska,630000,46.0,2,0.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-swietokrzyska-46m2-mzn2046203952,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS84L3pnbG9zemVuaWFfbXNfZ3JhdGthLTQzODA0OTg5XzEuanBnI3Y9MV8zNzkwODQwMTMw/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-46-m.jpg,-1,wtórny,-1,2,0,0,0,0,1,0,0,0,0,54.321636,18.60163,4993.69,5004.94,,5004.7,5001.26,
Gdańsk,Poznańska,699000,38.0,3,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-poznanska-38m2-mzn2045865045,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS9kL3pnbG9zemVuaWFfbXNfZ3JhdGthLTQyNTU2ODY5XzEuanBnI3Y9MV8zODAyNDYzNTQw/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-38-m.jpg,1958,wtórny,-1,3,1,1,1,0,1,1,0,0,0,54.41367839,18.57979255,5000.5,5011.76,,5011.51,5008.07,
Gdańsk,Franciszka Rakoczego,847784,56.0,1,6.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-piecki-migowo-franciszka-rakoczego-56m2-mzn2045874973,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzEwNzQ3X3dpenVhbGl6YWNqYTkuanBnI3Y9MTc1NTg1NDExNg==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-centralpark-gdansk-56-m.jpg,2026,pierwotny,-1,17,0,0,0,0,0,0,0,0,1,54.35856939,18.58099222,4997.57,5008.83,,5008.59,5005.14,
Gdańsk,Franciszka Rakoczego,969736,69.0,4,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-piecki-migowo-franciszka-rakoczego-69m2-mzn2044467518,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL2Rld2Vsb3Blcnp5LzEwNzQ3X3dpenVhbGl6YWNqYTMuanBnI3Y9MTc1NTg1NDExNg==/3x2_xs:fill_and_crop/mieszkanie-w-inwestycji-centralpark-gdansk-69-m.jpg,2026,pierwotny,-1,17,0,0,0,0,0,0,0,1,1,54.35856939,18.58099222,4997.57,5008.83,,5008.59,5005.14,
Gdańsk,Eugeniusza Węgrzyna,810000,53.0,3,1.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-eugeniusza-wegrzyna-53m2-mzn2046237814,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvemdsb3N6ZW5pYS84L3pnbG9zemVuaWFfbXNfZ3JhdGthLTQzOTU1NTExXzEuanBnI3Y9MV8zNzk4NzYwOTk2/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-53-m.jpg,-1,wtórny,-1,4,0,0,0,0,1,0,0,0,0,54.333538,18.567864,4997.57,5008.82,,5008.58,5005.14,
Gdańsk,Świętego Ducha,990000,63.0,2,2.0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-sw-ducha-63m2-mzn2045726069,https://img1.staticmorizon.com.pl/thumb/aHR0cDovL21lZGlhLmRvbXkucGwvaW1nL3pkamVjaWEvYm5tdWx0aTEvOC9ibm11bHRpMV9tc19NSDY5MzQ4OV8xLmpwZyN2PTFfMzc5NjY4MzI3Nw==/3x2_xs:fill_and_crop/mieszkanie-na-sprzedaz-gdansk-srodmiescie-63-m.jpg,1956,wtórny,Co Miejskie,3,0,1,0,0,0,0,0,0,0,54.35047,18.65259,4990.22,5001.48,,5001.23,4997.79,
